Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created
DOID-DOID:0001306	AIDS Dementia Complex					HP:0000726	Dementia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 4827.011361065525/1070). MESHID: D015526	PMID:9120312;PMID:21297425;PMID:16697675;PMID:17671521;PMID:17596215	HPO	11.05.2015
DOID-DOID:0001306	AIDS Dementia Complex					HP:0002721	Immunodeficiency			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 3798.0676300294836/976). MESHID: D015526	PMID:8450899;PMID:2259321;PMID:2005925;PMID:17596215;PMID:9251080	HPO	11.05.2015
DOID-DOID:0001306	AIDS Dementia Complex					HP:0002383	Encephalitis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 1898.3453693974495/366). MESHID: D015526	PMID:18191586;PMID:9120312;PMID:16697675;PMID:8044033;PMID:1752741	HPO	11.05.2015
DOID-DOID:0001306	AIDS Dementia Complex					HP:0100543	Cognitive impairment			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 1603.7396556078243/311). MESHID: D015526	PMID:8450899;PMID:21297425;PMID:18838060;PMID:17671521;PMID:1815729	HPO	11.05.2015
DOID-DOID:0001306	AIDS Dementia Complex					HP:0001298	Encephalopathy			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 1528.4732992846243/282). MESHID: D015526	PMID:8450899;PMID:8067056;PMID:8145919;PMID:1815729;PMID:16954603	HPO	11.05.2015
DOID-DOID:0001306	AIDS Dementia Complex					HP:0011450	CNS infection			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 993.3066206895292/133). MESHID: D015526	PMID:7727627;PMID:16298136;PMID:21556958;PMID:1934827;PMID:7874393	HPO	11.05.2015
DOID-DOID:0001306	AIDS Dementia Complex					HP:0006980	Progressive leukoencephalopathy			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 692.0951531102523/93). MESHID: D015526	PMID:9576546;PMID:8044033;PMID:8698306;PMID:9335057;PMID:10602409	HPO	11.05.2015
DOID-DOID:0001306	AIDS Dementia Complex					HP:0001025	Urticaria			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 636.9243057209297/99). MESHID: D015526	PMID:8698305;PMID:10985259;PMID:11914551;PMID:10602409;PMID:12594292	HPO	11.05.2015
DOID-DOID:0001306	AIDS Dementia Complex					HP:0002529	Neuronal loss in central nervous system			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 564.486141410066/88). MESHID: D015526	PMID:8450899;PMID:8067056;PMID:16298136;PMID:10619635;PMID:11493169	HPO	11.05.2015
DOID-DOID:0001306	AIDS Dementia Complex					HP:0002448	Progressive encephalopathy			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 483.7431291682241/58). MESHID: D015526	PMID:9576546;PMID:8044033;PMID:12599156;PMID:10892427;PMID:1472332	HPO	11.05.2015
