Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0002716	Lymphadenopathy			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 292.0999735028636/53). MESHID: D007943	PMID:18417879;PMID:17547079;PMID:3746974;PMID:7694693;PMID:21677543	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0001903	Anemia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 278.94245752710236/66). MESHID: D007943	PMID:6760022;PMID:8500604;PMID:2364167;PMID:7519510;PMID:22594855	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0002835	Aspiration			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 278.3001702046317/68). MESHID: D007943	PMID:7631555;PMID:17547079;PMID:10419901;PMID:746602;PMID:7820046	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0011974	Myelofibrosis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 261.4530162503092/39). MESHID: D007943	PMID:8629443;PMID:10419901;PMID:3422554;PMID:7820048;PMID:3061836	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0001945	Fever			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 236.9488407245268/64). MESHID: D007943	PMID:1291757;PMID:4052311;PMID:7820043;PMID:6464759;PMID:7820047	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0006775	Multiple myeloma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 217.49913656266895/42). MESHID: D007943	PMID:19017688;PMID:7678518;PMID:8457471;PMID:11368435;PMID:19318337	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0005558	Chronic leukemia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 209.92715489679142/35). MESHID: D007943	PMID:3118118;PMID:2203667;PMID:7820053;PMID:2912876;PMID:1687494	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0006721	Acute lymphatic leukemia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 183.44658133936122/34). MESHID: D007943	PMID:6099151;PMID:1812621;PMID:10071131;PMID:1687494;PMID:2438644	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0002488	Acute leukemia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 169.22386631510815/29). MESHID: D007943	PMID:3263796;PMID:8701952;PMID:3458979;PMID:445367;PMID:7100212	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0001324	Muscle weakness			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 154.7823828282023/36). MESHID: D007943	PMID:7173978;PMID:10071131;PMID:7820050;PMID:2419216;PMID:7527021	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0001974	Leukocytosis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 150.82937985792893/25). MESHID: D007943	PMID:19667403;PMID:9332472;PMID:22864121;PMID:8923794;PMID:7100212	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0005506	Chronic myelogenous leukemia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 142.02932097055393/22). MESHID: D007943	PMID:7306520;PMID:3422554;PMID:3263796;PMID:6577251;PMID:8137298	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0001971	Hypersplenism			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 138.53829748341852/18). MESHID: D007943	PMID:3422554;PMID:7147163;PMID:1897512;PMID:12057121;PMID:3220467	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0001882	Leukopenia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 137.05241138940906/23). MESHID: D007943	PMID:7567177;PMID:16989031;PMID:2783980;PMID:7807991;PMID:1897512	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0002633	Vasculitis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 131.37709509827874/26). MESHID: D007943	PMID:88611;PMID:3740885;PMID:8350957;PMID:9693298;PMID:4041378	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0001913	Granulocytopenia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 130.2642803249472/18). MESHID: D007943	PMID:6334721;PMID:926707;PMID:3663502;PMID:6645081;PMID:3965043	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0005547	Myeloproliferative disorder			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 124.61376205740069/18). MESHID: D007943	PMID:3292873;PMID:3263796;PMID:3970633;PMID:2039859;PMID:9250832	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0000718	Aggressive behavior			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 124.498600955325/35). MESHID: D007943	PMID:3292873;PMID:19667403;PMID:7567177;PMID:19318337;PMID:3653376	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0005517	T-cell lymphoma/leukemia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 119.50099127276398/16). MESHID: D007943	PMID:2876517;PMID:3006837;PMID:7540362;PMID:2941085;PMID:6981847	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0002721	Immunodeficiency			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 116.74388207057838/30). MESHID: D007943	PMID:2876517;PMID:3746974;PMID:6722736;PMID:3013785;PMID:10600337	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0001888	Lymphopenia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 116.66707647700694/17). MESHID: D007943	PMID:20949777;PMID:7820047;PMID:6722736;PMID:7907247;PMID:7619752	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0004808	Acute myeloid leukemia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 116.21539693895804/23). MESHID: D007943	PMID:3118118;PMID:6340759;PMID:2912876;PMID:1605167;PMID:20959655	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0002240	Hepatomegaly			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 113.20913074977113/18). MESHID: D007943	PMID:17547079;PMID:6760022;PMID:1794914;PMID:20364575;PMID:926707	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0002090	Pneumonia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 102.6736082778238/28). MESHID: D007943	PMID:6720683;PMID:6680301;PMID:20949777;PMID:6201257;PMID:7820042	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0005508	Waldenstrom macroglobulinemia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 87.87636903759602/12). MESHID: D007943	PMID:9021723;PMID:16048757;PMID:6801973;PMID:15332715;PMID:6975649	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0002863	Myelodysplasia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 85.60666346986267/14). MESHID: D007943	PMID:3263796;PMID:1394107;PMID:9250832;PMID:8137298;PMID:15128417	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0002843	Abnormality of T cells			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 85.18838570724131/11). MESHID: D007943	PMID:7807997;PMID:7916389;PMID:6225575;PMID:3395039;PMID:9596670	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0000988	Skin rash			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 81.99026629833281/12). MESHID: D007943	PMID:1291757;PMID:22035415;PMID:7903521;PMID:4041378;PMID:8603011	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0004377	Hematological neoplasm			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 81.86483073671266/13). MESHID: D007943	PMID:9613675;PMID:2587569;PMID:3118118;PMID:272864;PMID:7543070	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0011110	Tonsillitis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 79.19639592816749/13). MESHID: D007943	PMID:8457471;PMID:10601997;PMID:3876853;PMID:6175400;PMID:2265107	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0007354	Amyotrophic lateral sclerosis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 66.38311942622498/15). MESHID: D007943	PMID:3723140;PMID:2862737;PMID:2882850;PMID:11843886;PMID:6392723	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0001433	Hepatosplenomegaly			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 27.01225214414461/4). MESHID: D007943	PMID:12894049;PMID:663587;PMID:18219064;PMID:2795901	HPO	11.05.2015
