Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0001909	Leukemia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 5245.051619065673/1182). MESHID: D007943	PMID:6301260;PMID:6414284;PMID:8314157;PMID:1291757;PMID:8094016	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0005550	Chronic lymphatic leukemia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 1490.8899468716384/255). MESHID: D007943	PMID:18417879;PMID:8094016;PMID:9021723;PMID:6099151;PMID:14748654	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0001744	Splenomegaly			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 1313.371317020072/222). MESHID: D007943	PMID:18417879;PMID:1291757;PMID:7208921;PMID:6680301;PMID:3052017	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0005523	Lymphoproliferative disorder			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 1310.8978771251777/210). MESHID: D007943	PMID:18417879;PMID:7631555;PMID:9482521;PMID:9613675;PMID:2258703	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0002665	Lymphoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 1246.093569137354/368). MESHID: D007943	PMID:3257917;PMID:121217;PMID:2572281;PMID:18417879;PMID:9021723	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0001876	Pancytopenia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 807.2074080359846/120). MESHID: D007943	PMID:7208921;PMID:6680301;PMID:1931702;PMID:7912011;PMID:10419901	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0005526	Lymphoid leukemia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 609.8197625661348/98). MESHID: D007943	PMID:2572281;PMID:9021723;PMID:9482521;PMID:6770992;PMID:9385695	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0001875	Neutropenia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 371.1840844091331/72). MESHID: D007943	PMID:8294056;PMID:20949777;PMID:22035415;PMID:6760022;PMID:6201257	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0001873	Thrombocytopenia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 339.82036399859766/68). MESHID: D007943	PMID:17547079;PMID:1446723;PMID:3422554;PMID:6760022;PMID:6201257	HPO	11.05.2015
DOID-DOID:0000285	Leukemia, Hairy Cell					HP:0100827	Lymphocytosis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 297.59503634295675/43). MESHID: D007943	PMID:2572281;PMID:18417879;PMID:6760022;PMID:21677543;PMID:3263796	HPO	11.05.2015
