Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created
DOID-DOID:0001884	Hepatitis, Viral, Animal					HP:0006562	Viral hepatitis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 546.5322789440297/96). MESHID: D006524	PMID:7361108;PMID:20161794;PMID:18336588;PMID:1851412;PMID:1760579	HPO	11.05.2015
DOID-DOID:0001884	Hepatitis, Viral, Animal					HP:0001402	Hepatocellular carcinoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 270.1441214043715/69). MESHID: D006524	PMID:1657428;PMID:10591088;PMID:17112622;PMID:2154583;PMID:2535620	HPO	11.05.2015
DOID-DOID:0001884	Hepatitis, Viral, Animal					HP:0004787	Fulminant hepatitis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 238.94308460436542/33). MESHID: D006524	PMID:16333916;PMID:1760579;PMID:6270227;PMID:12534779;PMID:20960284	HPO	11.05.2015
DOID-DOID:0001884	Hepatitis, Viral, Animal					HP:0002605	Hepatic necrosis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 232.03429930246787/31). MESHID: D006524	PMID:7361108;PMID:230614;PMID:1760582;PMID:2559041;PMID:1966590	HPO	11.05.2015
DOID-DOID:0001884	Hepatitis, Viral, Animal					HP:0011096	Peripheral demyelination			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 224.28025200619246/40). MESHID: D006524	PMID:22642802;PMID:6331117;PMID:11582515;PMID:12402165;PMID:3010460	HPO	11.05.2015
DOID-DOID:0001884	Hepatitis, Viral, Animal					HP:0002719	Recurrent infections			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 215.45644704794532/43). MESHID: D006524	PMID:1326267;PMID:2991126;PMID:6270227;PMID:10745250;PMID:3020124	HPO	11.05.2015
DOID-DOID:0001884	Hepatitis, Viral, Animal					HP:0002586	Peritonitis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 178.70764203027682/44). MESHID: D006524	PMID:11864749;PMID:3003198;PMID:6243152;PMID:185441;PMID:6101098	HPO	11.05.2015
DOID-DOID:0001884	Hepatitis, Viral, Animal					HP:0001404	Hepatocellular necrosis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 135.21064437102666/16). MESHID: D006524	PMID:6313508;PMID:2823780;PMID:2846988;PMID:14532704;PMID:3020124	HPO	11.05.2015
DOID-DOID:0001884	Hepatitis, Viral, Animal					HP:0002383	Encephalitis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 124.48166356704587/24). MESHID: D006524	PMID:22642802;PMID:6331117;PMID:11582515;PMID:2847476;PMID:7778268	HPO	11.05.2015
DOID-DOID:0001884	Hepatitis, Viral, Animal					HP:0001394	Cirrhosis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 96.84715469832786/24). MESHID: D006524	PMID:10591088;PMID:17112622;PMID:6269981;PMID:3038725;PMID:19279089	HPO	11.05.2015
