Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created
DOID-DOID:0003565	Meningeal Neoplasms					HP:0000238	Hydrocephalus			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 759.6544236634229/139). MESHID: D008577	PMID:15624493;PMID:14723271;PMID:10329752;PMID:2017287;PMID:12445342	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0002888	Ependymoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 731.3068060280115/114). MESHID: D008577	PMID:8803310;PMID:3105387;PMID:20495434;PMID:3731297;PMID:3084844	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0010302	Spinal cord tumor			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 723.2006658816455/102). MESHID: D008577	PMID:14723271;PMID:2584830;PMID:8426695;PMID:23108408;PMID:10451053	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0010762	Chordoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 598.7978233515357/83). MESHID: D008577	PMID:12120659;PMID:16432782;PMID:18214497;PMID:4008290;PMID:6814213	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0001324	Muscle weakness			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 597.6319781422255/139). MESHID: D008577	PMID:2364634;PMID:1799143;PMID:15624493;PMID:2017298;PMID:15823685	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0000365	Hearing impairment			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 580.4620697595233/107). MESHID: D008577	PMID:10993467;PMID:2364634;PMID:12392200;PMID:10329752;PMID:9621540	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0000246	Sinusitis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 562.921348987914/105). MESHID: D008577	PMID:593548;PMID:8553517;PMID:11386817;PMID:21355769;PMID:15679198	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0006721	Acute lymphatic leukemia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 539.5487686451801/100). MESHID: D008577	PMID:12416543;PMID:2702576;PMID:7642887;PMID:3309198;PMID:2414180	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0000572	Visual loss			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 531.5844241656615/91). MESHID: D008577	PMID:17379447;PMID:11150285;PMID:11950417;PMID:6966134;PMID:18421411	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0006824	Cranial nerve paralysis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 524.0604568530538/72). MESHID: D008577	PMID:3791141;PMID:1621523;PMID:11150285;PMID:7066871;PMID:10580769	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0000520	Proptosis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 523.4681216090993/80). MESHID: D008577	PMID:1701857;PMID:16235682;PMID:21242579;PMID:20074963;PMID:19175037	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0000651	Diplopia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 518.1629555713648/79). MESHID: D008577	PMID:18781044;PMID:14723271;PMID:10072673;PMID:12480013;PMID:3700044	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0100774	Hyperostosis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 500.9612776448843/67). MESHID: D008577	PMID:22612726;PMID:20809249;PMID:10201312;PMID:1764232;PMID:20219376	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0010628	Facial palsy			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 464.23632058122075/77). MESHID: D008577	PMID:10329752;PMID:15329020;PMID:9498252;PMID:17604904;PMID:19596957	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0002516	Increased intracranial pressure			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 459.9494692725542/68). MESHID: D008577	PMID:22467480;PMID:2928923;PMID:3135543;PMID:6282031;PMID:22708257	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0010797	Hemangioblastoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 427.7412424655532/57). MESHID: D008577	PMID:8803310;PMID:8434704;PMID:19039053;PMID:2776072;PMID:22446946	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0000505	Visual impairment			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 412.43512895066084/64). MESHID: D008577	PMID:17180303;PMID:10407807;PMID:15186207;PMID:16235682;PMID:8345903	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0002321	Vertigo			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 401.90706534341814/68). MESHID: D008577	PMID:18781044;PMID:19093186;PMID:23402336;PMID:21873740;PMID:12948471	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0100026	Arteriovenous malformation			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 384.7989685045727/58). MESHID: D008577	PMID:21036488;PMID:2584830;PMID:1870670;PMID:11950415;PMID:717024	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0001123	Visual field defect			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 377.81289564359577/53). MESHID: D008577	PMID:2017287;PMID:12445342;PMID:19916145;PMID:522952;PMID:18421411	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0001085	Papilledema			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 341.27234841421813/51). MESHID: D008577	PMID:6191851;PMID:7566529;PMID:1807237;PMID:2682336;PMID:20220448	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0000529	Progressive visual loss			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 339.68596513100715/43). MESHID: D008577	PMID:19916145;PMID:1701857;PMID:2144535;PMID:20939955;PMID:3827221	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0002013	Vomiting			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 331.7268776380943/62). MESHID: D008577	PMID:15536343;PMID:16115553;PMID:18540308;PMID:2395513;PMID:6887526	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0010799	Pinealoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 305.2672764319442/41). MESHID: D008577	PMID:11304041;PMID:1870671;PMID:19588542;PMID:10943985;PMID:20043737	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0002835	Aspiration			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 302.85606757562863/74). MESHID: D008577	PMID:6713363;PMID:18540302;PMID:18540308;PMID:1405979;PMID:3989597	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0001048	Cavernous hemangioma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 292.2238551362558/44). MESHID: D008577	PMID:10879770;PMID:7708182;PMID:3244419;PMID:9075255;PMID:22261708	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0000822	Hypertension			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 291.175101244924/99). MESHID: D008577	PMID:19744046;PMID:2017287;PMID:3028011;PMID:10529982;PMID:11386827	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0006765	Chondrosarcoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 285.6454793833263/46). MESHID: D008577	PMID:641561;PMID:641560;PMID:18540308;PMID:10440114;PMID:4008290	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0002138	Subarachnoid hemorrhage			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 285.0487430525276/55). MESHID: D008577	PMID:17015125;PMID:97959;PMID:3673349;PMID:9657193;PMID:18607117	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0002017	Nausea and vomiting			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 276.9583160729918/50). MESHID: D008577	PMID:16903409;PMID:3917654;PMID:3309199;PMID:21389747;PMID:6621789	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0002617	Aneurysm			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 269.06513938691967/59). MESHID: D008577	PMID:11950415;PMID:2144535;PMID:9657193;PMID:2819756;PMID:3808267	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0004944	Cerebral aneurysm			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 268.4365189545873/48). MESHID: D008577	PMID:20139508;PMID:3374723;PMID:10070475;PMID:6732163;PMID:6621789	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0002488	Acute leukemia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 268.42406381017156/46). MESHID: D008577	PMID:7006781;PMID:6593316;PMID:6596184;PMID:6590801;PMID:3482982	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0001000	Abnormality of skin pigmentation			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 255.51903329240704/51). MESHID: D008577	PMID:6887526;PMID:14978475;PMID:10935858;PMID:14558602;PMID:1507791	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0005526	Lymphoid leukemia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 248.9060255371979/40). MESHID: D008577	PMID:6762697;PMID:7006781;PMID:6593316;PMID:6590801;PMID:6956429	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0000648	Optic atrophy			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 241.88504120287806/35). MESHID: D008577	PMID:2144535;PMID:4088633;PMID:20922531;PMID:17019611;PMID:7100326	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0003006	Neuroblastoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 232.34530371555186/45). MESHID: D008577	PMID:11762340;PMID:3731297;PMID:8124088;PMID:15501978;PMID:2776072	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0009734	Optic glioma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 231.24622911254664/30). MESHID: D008577	PMID:9842134;PMID:2114763;PMID:1555959;PMID:3084844;PMID:6803552	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0007807	Optic nerve compression			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 227.37126252505323/26). MESHID: D008577	PMID:18421411;PMID:2144535;PMID:4088633;PMID:1742093;PMID:20393348	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0000360	Tinnitus			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 225.0652970934167/31). MESHID: D008577	PMID:18309454;PMID:12836076;PMID:20146913;PMID:15129123;PMID:16320667	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0001362	Skull defect			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 224.94959611738614/27). MESHID: D008577	PMID:21604465;PMID:19035705;PMID:7514746;PMID:2833072;PMID:1776518	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0006775	Multiple myeloma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 222.6776874332087/43). MESHID: D008577	PMID:1488536;PMID:7066871;PMID:22768466;PMID:2004303;PMID:583127	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0004808	Acute myeloid leukemia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 217.2722638423998/43). MESHID: D008577	PMID:12416543;PMID:271773;PMID:6290930;PMID:6762697;PMID:907961	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0001974	Leukocytosis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 217.19430699541766/36). MESHID: D008577	PMID:6994419;PMID:14744296;PMID:18423532;PMID:12814256;PMID:18824675	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0003764	Nevus			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 215.1805678781941/33). MESHID: D008577	PMID:10879770;PMID:8492846;PMID:2817727;PMID:6707662;PMID:2113761	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0001138	Optic neuropathy			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 213.20793658131592/33). MESHID: D008577	PMID:1523337;PMID:19240608;PMID:8574359;PMID:18293271;PMID:15537194	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0001028	Hemangioma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 211.9459148767383/37). MESHID: D008577	PMID:10563121;PMID:9643485;PMID:2819756;PMID:3136229;PMID:8929371	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0002170	Intracranial hemorrhage			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 209.33890721197113/33). MESHID: D008577	PMID:9498252;PMID:1621523;PMID:15476078;PMID:11752978;PMID:22135618	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0002018	Nausea			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 205.45748596827104/35). MESHID: D008577	PMID:19093186;PMID:23402336;PMID:21873740;PMID:10622460;PMID:16094155	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0011750	Neoplasm of the anterior pituitary			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 200.72492374170884/30). MESHID: D008577	PMID:14723263;PMID:12445340;PMID:10023002;PMID:2797402;PMID:8330874	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0100309	Subdural hemorrhage			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 198.9100871852522/27). MESHID: D008577	PMID:3028011;PMID:14985885;PMID:1327621;PMID:22127946;PMID:1620427	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0009792	Teratoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 197.84356774337093/35). MESHID: D008577	PMID:9842134;PMID:11386838;PMID:9620001;PMID:2340533;PMID:15761491	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0001342	Cerebral hemorrhage			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 185.785061266802/33). MESHID: D008577	PMID:2614980;PMID:3028011;PMID:17345022;PMID:3105387;PMID:17015125	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0100620	Germinoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 185.47253491654934/25). MESHID: D008577	PMID:9842134;PMID:2540253;PMID:10598717;PMID:9806519;PMID:18633217	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0000024	Prostatitis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 168.13456810983268/42). MESHID: D008577	PMID:8137217;PMID:22527360;PMID:9347977;PMID:7411708;PMID:12527924	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0003418	Back pain			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 167.23529424824306/28). MESHID: D008577	PMID:6264779;PMID:10879770;PMID:16235691;PMID:18354268;PMID:2241794	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0100310	Epidural hemorrhage			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 163.64044061101183/23). MESHID: D008577	PMID:15455215;PMID:17436656;PMID:97959;PMID:23006878;PMID:6776240	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0100787	Prostate neoplasm			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 161.4452455940733/39). MESHID: D008577	PMID:18811763;PMID:8137217;PMID:2395513;PMID:6385232;PMID:16151594	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0100013	Neoplasm of the breast			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 161.2811824401926/27). MESHID: D008577	PMID:12416559;PMID:12527924;PMID:1758431;PMID:7938820;PMID:23354655	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0001297	Stroke			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 156.0288946340682/41). MESHID: D008577	PMID:2213114;PMID:10068711;PMID:9922825;PMID:10487038;PMID:15093905	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0000622	Blurred vision			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 155.5529769253174/21). MESHID: D008577	PMID:15005588;PMID:17447393;PMID:6664454;PMID:16550022;PMID:23320998	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0000458	Anosmia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 150.43816888800995/18). MESHID: D008577	PMID:17180303;PMID:20434745;PMID:21840726;PMID:7068455;PMID:15926706	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0004947	Arteriovenous fistula			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 149.07663364641797/24). MESHID: D008577	PMID:12836076;PMID:17121694;PMID:10485631;PMID:8613817;PMID:6262859	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0100646	Thyroiditis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 148.1950786944747/38). MESHID: D008577	PMID:19449147;PMID:15233020;PMID:17367062;PMID:9086565;PMID:16359971	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0009919	Retinoblastoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 147.99804753168513/25). MESHID: D008577	PMID:11304041;PMID:14631622;PMID:3885451;PMID:3364173;PMID:2829045	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0000873	Diabetes insipidus			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 146.61799553890134/21). MESHID: D008577	PMID:6335282;PMID:21418962;PMID:17367062;PMID:19035705;PMID:10448659	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0000602	Ophthalmoplegia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 145.6798306460165/20). MESHID: D008577	PMID:16883369;PMID:11758783;PMID:8247216;PMID:16850132;PMID:17311575	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0100608	Metrorrhagia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 145.11863741800067/28). MESHID: D008577	PMID:15823685;PMID:22127942;PMID:8800323;PMID:418361;PMID:6260340	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0002615	Hypotension			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 142.2155977459314/30). MESHID: D008577	PMID:2589116;PMID:21418962;PMID:4003124;PMID:7639025;PMID:23006878	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0011857	Plasmacytoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 138.63527852306635/21). MESHID: D008577	PMID:3105342;PMID:7644006;PMID:3097809;PMID:9332688;PMID:9423817	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0009589	Bilateral vestibular Schwannoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 138.41028698974924/15). MESHID: D008577	PMID:16320667;PMID:8655145;PMID:21970782;PMID:1390517;PMID:7494114	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0001945	Fever			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 136.98604854386707/37). MESHID: D008577	PMID:3829030;PMID:6713113;PMID:8720335;PMID:21615515;PMID:19781360	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0002669	Osteosarcoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 131.85611325771197/25). MESHID: D008577	PMID:19353840;PMID:20431908;PMID:7535347;PMID:11105956;PMID:3724943	HPO	11.05.2015
DOID-DOID:0003565	Meningeal Neoplasms					HP:0003881	Humeral sclerosis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 130.38000497425878/31). MESHID: D008577	PMID:16903409;PMID:16338672;PMID:11950641;PMID:2415433;PMID:3936900	HPO	11.05.2015
