Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created
DOID-DOID:0003304	Germinoma					HP:0100617	Testicular seminoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 246.94160659926052/31). MESHID: D018237	PMID:7535083;PMID:12752264;PMID:15661565;PMID:14695343;PMID:15527112	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0000718	Aggressive behavior			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 231.2116874884607/65). MESHID: D018237	PMID:7909155;PMID:15083180;PMID:8137224;PMID:10504636;PMID:7512416	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0000789	Infertility			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 223.09039666887193/46). MESHID: D018237	PMID:11280885;PMID:12597960;PMID:12459049;PMID:7545220;PMID:10918171	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0002885	Medulloblastoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 177.07121344396683/29). MESHID: D018237	PMID:18623206;PMID:20965731;PMID:12799623;PMID:16982503;PMID:11733826	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0100615	Ovarian neoplasm			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 174.91477939158662/38). MESHID: D018237	PMID:10824448;PMID:7621717;PMID:10683959;PMID:10458260;PMID:12471872	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0002858	Meningioma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 164.16614680405016/31). MESHID: D018237	PMID:8299704;PMID:23373627;PMID:12971633;PMID:9842134;PMID:21031236	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0001269	Hemiparesis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 160.53143018839842/26). MESHID: D018237	PMID:7506817;PMID:15373725;PMID:14670679;PMID:17969339;PMID:9254091	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0000103	Polyuria			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 159.88273712894826/22). MESHID: D018237	PMID:8857648;PMID:7495660;PMID:11738669;PMID:17627146;PMID:18277371	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0100312	Cerebral germinoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 157.25364466115548/14). MESHID: D018237	PMID:18277371;PMID:14670679;PMID:17058090;PMID:11834272;PMID:11862514	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0001909	Leukemia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 155.3103271296942/35). MESHID: D018237	PMID:10504636;PMID:12898144;PMID:9436034;PMID:9207879;PMID:7799032	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0002331	Headache (with pheochromocytoma)			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 155.18785844228321/33). MESHID: D018237	PMID:8857648;PMID:7495660;PMID:22936081;PMID:15327241;PMID:20949306	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0006254	Elevated alpha-fetoprotein			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 153.48027168226116/19). MESHID: D018237	PMID:11283135;PMID:9076455;PMID:7506856;PMID:11489725;PMID:7544042	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0002888	Ependymoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 147.54435560214264/23). MESHID: D018237	PMID:7861186;PMID:20965731;PMID:16982503;PMID:9488304;PMID:19282178	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0009824	Upper limb undergrowth			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 147.16209053126477/21). MESHID: D018237	PMID:9632138;PMID:12752258;PMID:9207879;PMID:8174074;PMID:8697422	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0100242	Sarcoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 139.60681674785937/30). MESHID: D018237	PMID:8091071;PMID:10365149;PMID:8112663;PMID:11157018;PMID:10560848	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0001959	Polydipsia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 139.29431411496188/18). MESHID: D018237	PMID:7495660;PMID:11738669;PMID:18277371;PMID:15876601;PMID:16128239	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0000826	Precocious puberty			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 125.80968935341627/17). MESHID: D018237	PMID:21176488;PMID:9725401;PMID:7661594;PMID:7535510;PMID:16768139	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0000150	Gonadoblastoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 125.09375175821594/15). MESHID: D018237	PMID:10849320;PMID:9784313;PMID:10221692;PMID:11374842;PMID:14674134	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0000651	Diplopia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 124.62147032729028/19). MESHID: D018237	PMID:8857648;PMID:15327241;PMID:20949306;PMID:16127261;PMID:10475155	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0100556	Hemiatrophy			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 124.61075689822947/13). MESHID: D018237	PMID:7506817;PMID:18712399;PMID:15821363;PMID:9420084;PMID:19876633	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0009592	Astrocytoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 118.79957795256293/21). MESHID: D018237	PMID:20965731;PMID:22876545;PMID:9842134;PMID:10890179;PMID:16982503	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0000027	Azoospermia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 117.75924307059759/14). MESHID: D018237	PMID:11844813;PMID:12597960;PMID:7925533;PMID:11907623;PMID:10639850	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0001945	Fever			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 114.77209472594267/31). MESHID: D018237	PMID:12799623;PMID:8110488;PMID:9532413;PMID:7741072;PMID:10717522	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0100522	Thymoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 114.34707271057079/19). MESHID: D018237	PMID:11074650;PMID:10355651;PMID:8011694;PMID:10084651;PMID:9692471	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0001324	Muscle weakness			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 107.48776585291826/25). MESHID: D018237	PMID:8760299;PMID:9805244;PMID:11850529;PMID:18045648;PMID:15821363	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0002893	Pituitary adenoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 103.89861546161663/17). MESHID: D018237	PMID:8299704;PMID:10721527;PMID:9488304;PMID:11151718;PMID:22749386	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0000029	Testicular atrophy			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 103.38781941577889/12). MESHID: D018237	PMID:10328600;PMID:8955658;PMID:11103500;PMID:9524558;PMID:11061944	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0001875	Neutropenia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 103.10669011364809/20). MESHID: D018237	PMID:15245816;PMID:8986035;PMID:7799046;PMID:11149742;PMID:11957559	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0003002	Breast carcinoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 98.62295576329579/31). MESHID: D018237	PMID:12799623;PMID:15944050;PMID:10221692;PMID:14970276;PMID:12576448	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0100006	Neoplasm of the central nervous system			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 98.26810979709781/13). MESHID: D018237	PMID:14585229;PMID:10550589;PMID:15310396;PMID:8587686;PMID:8734783	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0002835	Aspiration			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 98.22358948398767/24). MESHID: D018237	PMID:11074650;PMID:7621717;PMID:9620023;PMID:15626137;PMID:15567952	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0008715	Testicular dysgenesis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 97.82029972278123/10). MESHID: D018237	PMID:20026812;PMID:15998774;PMID:10655070;PMID:15105401;PMID:14501716	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0008669	Abnormal spermatogenesis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 94.6044634815066/10). MESHID: D018237	PMID:22918484;PMID:8772614;PMID:9207575;PMID:12705996;PMID:11912380	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0009733	Glioma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 91.59157233483104/19). MESHID: D018237	PMID:15327241;PMID:15327234;PMID:17058090;PMID:19329857;PMID:7477699	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0002013	Vomiting			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 90.95736967496136/17). MESHID: D018237	PMID:8857648;PMID:10770654;PMID:8735340;PMID:17058090;PMID:23186972	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0100843	Glioblastoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 81.44028742246168/16). MESHID: D018237	PMID:14628246;PMID:12971633;PMID:8587686;PMID:9383825;PMID:10649259	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0002863	Myelodysplasia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 79.49190179344392/13). MESHID: D018237	PMID:12799623;PMID:10830185;PMID:15516940;PMID:15627215;PMID:9620023	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0100699	Scarring			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 79.16001769928137/16). MESHID: D018237	PMID:12175407;PMID:11424603;PMID:9041167;PMID:8648846;PMID:7820138	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0000133	Gonadal dysgenesis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 78.80952312089632/10). MESHID: D018237	PMID:9784313;PMID:11214621;PMID:9524579;PMID:14674134;PMID:9524557	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0010302	Spinal cord tumor			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 70.90202606682799/10). MESHID: D018237	PMID:22822645;PMID:16841711;PMID:11155064;PMID:9163763;PMID:8583614	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0002027	Abdominal pain			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 70.55152936120801/15). MESHID: D018237	PMID:7661594;PMID:9498265;PMID:10379339;PMID:9692832;PMID:9483917	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0009725	Bladder neoplasm			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 66.2916294071781/13). MESHID: D018237	PMID:8711497;PMID:10458260;PMID:8986035;PMID:7799032;PMID:8621221	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0000135	Hypogonadism			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 65.30052915905009/10). MESHID: D018237	PMID:15277979;PMID:12355646;PMID:10472331;PMID:19656574;PMID:11696727	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0001913	Granulocytopenia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 65.1321401624736/9). MESHID: D018237	PMID:8918674;PMID:10080593;PMID:7798304;PMID:16284696;PMID:9081388	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0003419	Low back pain			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 62.85276560695049/11). MESHID: D018237	PMID:10199254;PMID:10540706;PMID:10379339;PMID:12375021;PMID:21046314	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0003251	Male infertility			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 61.890730885907466/8). MESHID: D018237	PMID:14734704;PMID:19237718;PMID:11912380;PMID:12813459;PMID:16281455	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0010785	Gonadal neoplasm			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 60.16176526666343/6). MESHID: D018237	PMID:19410578;PMID:16905143;PMID:20818311;PMID:10226831;PMID:8615089	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0009830	Peripheral neuropathy			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 59.519975915209514/12). MESHID: D018237	PMID:8874321;PMID:19795967;PMID:12637478;PMID:12887263;PMID:12031382	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0002018	Nausea			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 58.70213884807744/10). MESHID: D018237	PMID:17913046;PMID:9179666;PMID:8735340;PMID:17969339;PMID:15626137	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0000969	Edema			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 55.873705446513604/13). MESHID: D018237	PMID:20965731;PMID:17058090;PMID:8760299;PMID:8850373;PMID:20206530	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0001268	Mental deterioration			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 55.21800410963922/8). MESHID: D018237	PMID:9532413;PMID:21358162;PMID:20455001;PMID:16506503;PMID:16463029	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0004808	Acute myeloid leukemia			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 45.47559010654879/9). MESHID: D018237	PMID:15627215;PMID:15337806;PMID:9338737;PMID:11078494;PMID:10588857	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0000024	Prostatitis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 44.0352440287657/11). MESHID: D018237	PMID:14633588;PMID:8811467;PMID:14970276;PMID:14582603;PMID:10226829	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0100787	Prostate neoplasm			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 41.39621681899315/10). MESHID: D018237	PMID:10500969;PMID:14970276;PMID:7841064;PMID:9112574;PMID:15288379	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0100495	Mastocytosis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 37.21273909314298/5). MESHID: D018237	PMID:14695343;PMID:11531799;PMID:15471556;PMID:9865846;PMID:9205864	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0001402	Hepatocellular carcinoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 31.32105755413003/8). MESHID: D018237	PMID:18176377;PMID:15828957;PMID:7532546;PMID:8826925;PMID:10582682	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0002884	Hepatoblastoma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 28.26021682228163/4). MESHID: D018237	PMID:7532546;PMID:7772200;PMID:9042280;PMID:15001128	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0100813	Testicular torsion			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 23.869106854123157/3). MESHID: D018237	PMID:10754182;PMID:15546034;PMID:17615968	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0000031	Epididymitis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 21.238536866236913/3). MESHID: D018237	PMID:9119640;PMID:15545958;PMID:12180230	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0001048	Cavernous hemangioma			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 19.924353759290167/3). MESHID: D018237	PMID:22876545;PMID:9394647;PMID:9932638	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0000138	Ovarian cysts			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 19.901617934593027/3). MESHID: D018237	PMID:15761467;PMID:8134074;PMID:12829343	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0008734	Decreased testicular size			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 16.97933486198487/2). MESHID: D018237	PMID:16564924;PMID:12506179	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0100796	Orchitis			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 15.546243794118976/2). MESHID: D018237	PMID:7925531;PMID:12180230	HPO	11.05.2015
DOID-DOID:0003304	Germinoma					HP:0005534	Transient myeloproliferative syndrome			ITM	ITM						Parsed by BioLark from Pubmed abstract (additional info: 11.277523625363004/1). MESHID: D018237	PMID:8963620	HPO	11.05.2015
