Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:300009		MIM:300008			CLCN5	HP:0000084																			
MIM:300009		MIM:300008			CLCN5	HP:0000114																			
MIM:300009		MIM:300008			CLCN5	HP:0000117																			
MIM:300009		MIM:300008			CLCN5	HP:0000121																			
MIM:300009		MIM:300008			CLCN5	HP:0000787																			
MIM:300009		MIM:300008			CLCN5	HP:0001419																			
MIM:300009		MIM:300008			CLCN5	HP:0001509		FMA:20394		PATO:0000569															
MIM:300009		MIM:300008			CLCN5	HP:0001918																			
MIM:300009		MIM:300008			CLCN5	HP:0002148		FMA:62970		PATO:0001163		CHEBI:26020													
MIM:300009		MIM:300008			CLCN5	HP:0002150		FMA:12274		PATO:0001162		CHEBI:22984													
MIM:300009		MIM:300008			CLCN5	HP:0002653																			
MIM:300009		MIM:300008			CLCN5	HP:0002660				HP:0002662									PATO:0002051						
MIM:300009		MIM:300008			CLCN5	HP:0002663		GO:0001503		PATO:0000502															
MIM:300009		MIM:300008			CLCN5	HP:0002748																			
MIM:300009		MIM:300008			CLCN5	HP:0002749		FMA:5018		PATO:0001779									PATO:0000396						
MIM:300009		MIM:300008			CLCN5	HP:0002752																			
MIM:300009		MIM:300008			CLCN5	HP:0002753		FMA:24018		PATO:0000592															
MIM:300009		MIM:300008			CLCN5	HP:0002903		FMA:12274		PATO:0002002		CHEBI:33709													
MIM:300009		MIM:300008			CLCN5	HP:0002907																			
MIM:300009		MIM:300008			CLCN5	HP:0002976																			
MIM:300009		MIM:300008			CLCN5	HP:0002979		FMA:24979		PATO:0000406															
MIM:300009		MIM:300008			CLCN5	HP:0003013																			
MIM:300009		MIM:300008			CLCN5	HP:0003017																			
MIM:300009		MIM:300008			CLCN5	HP:0003018				PATO:0000001															
MIM:300009		MIM:300008			CLCN5	HP:0003020																			
MIM:300009		MIM:300008			CLCN5	HP:0003029																			
MIM:300009		MIM:300008			CLCN5	HP:0003076																			
MIM:300009		MIM:300008			CLCN5	HP:0003109		FMA:12274		PATO:0001163		CHEBI:26020													
MIM:300009		MIM:300008			CLCN5	HP:0003126																			
MIM:300009		MIM:300008			CLCN5	HP:0003813																			
