Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0000007												IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0000078												IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0000113												IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0000256		FMA:46565		PATO:0000586								IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0000260		FMA:75439		PATO:0000600								IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0000348												IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0000377		FMA:52781		PATO:0000051								IEA		PATO:0000460					17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0000425		FMA:52745		PATO:0000407								IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0000506												IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0000519												IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0000803												IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0000806												IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0000952												IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0001252		FMA:30316		PATO:0001619								IEA		PATO:0001869					17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0001302												IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0001324		FMA:5022		PATO:0001779								IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0001325												IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0001943		FMA:62970		PATO:0001163		CHEBI:17234						IEA		PATO:0001869					17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0001999												IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0002013												IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0002018												IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0002089		FMA:68877		PATO:0000645								IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0002098												IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0002171		FMA:55675		PATO:0002002		FMA:54537						IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0002240		FMA:7197		PATO:0000586								IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0002252												IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0002614												IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0002909												IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0003076												IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0003150												IEA							17.02.2009	
MIM:231680	MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY				ETFA, ETFB, ETFDH	HP:0003219												IEA							17.02.2009	
