Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:233690		MIM:608508			CYBA	HP:0000007																			
MIM:233690		MIM:608508			CYBA	HP:0000976																			
MIM:233690		MIM:608508			CYBA	HP:0000981																			
MIM:233690		MIM:608508			CYBA	HP:0000983																			
MIM:233690		MIM:608508			CYBA	HP:0001400																			
MIM:233690		MIM:608508			CYBA	HP:0001744		FMA:7196		PATO:0000586															
MIM:233690		MIM:608508			CYBA	HP:0002096																			
MIM:233690		MIM:608508			CYBA	HP:0002240		FMA:7197		PATO:0000586															
MIM:233690		MIM:608508			CYBA	HP:0002375																			
MIM:233690		MIM:608508			CYBA	HP:0002567																			
MIM:233690		MIM:608508			CYBA	HP:0002716		FMA:30315		PATO:0000644															
MIM:233690		MIM:608508			CYBA	HP:0002721																			
MIM:233690		MIM:608508			CYBA	HP:0002722																			
MIM:233690		MIM:608508			CYBA	HP:0002723																			
MIM:233690		MIM:608508			CYBA	HP:0002724																			
MIM:233690		MIM:608508			CYBA	HP:0002726																			
MIM:233690		MIM:608508			CYBA	HP:0002740																			
MIM:233690		MIM:608508			CYBA	HP:0002741																			
MIM:233690		MIM:608508			CYBA	HP:0002742																			
MIM:233690		MIM:608508			CYBA	HP:0002755																			
MIM:233690		MIM:608508			CYBA	HP:0002840																			
MIM:233690		MIM:608508			CYBA	HP:0002842																			
MIM:233690		MIM:608508			CYBA	HP:0002955																			
MIM:233690		MIM:608508			CYBA	HP:0003203																			
MIM:233690		MIM:608508			CYBA	HP:0003206																			
MIM:233690		MIM:608508			CYBA	HP:0003514																			
MIM:233690		MIM:608508			CYBA	HP:0003553																			
MIM:233690		MIM:608508			CYBA	HP:0003619																			
MIM:233690		MIM:608508			CYBA	HP:0005224																			
