Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0000252		FMA:46565		PATO:0000587								IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0000314												IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0000390		FMA:52781		PATO:0001503								ITM							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0000395		FMA:60995		PATO:0001482								IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0000400		FMA:52781		PATO:0000586								IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0000549												IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0000639												ITM							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0000737												IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0000767												ITM							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0001251		GO:0050881		PATO:0000770								IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0001258												IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0001260												IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0001277												IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0001319												IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0001347												IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0001372				HP:0001371								IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0001423												IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0001547		FMA:7480		PATO:0000051								IEA		PATO:0000460					17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0001763												IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0001822												IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0001939		GO:0008152		PATO:0000001								IEA		PATO:0000460					17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0002022												IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0002169												IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0002307												IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0002510												IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0002540												IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0002650				PATO:0002049								IEA		PATO:0001869					17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0003487												IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0003577												IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0003700		FMA:72954		PATO:0001623								IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0006887												IEA							17.02.2009	
MIM:300523	ALLAN-HERNDON-DUDLEY SYNDROME	MIM:300095			SLC16A2	HP:0007316												IEA							17.02.2009	
