Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0000175		FMA:54549		PATO:0000403															
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0000210		FMA:54396		PATO:0000587															
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0000286																			
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0000316		FMA:54450		PATO:0000374		FMA:54449													
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0000369		FMA:52780		PATO:0001476															
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0000457		FMA:46472		PATO:0000407															
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0000476																			
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0000883		FMA:7574		PATO:0000592															
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0000990																			
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0001040																			
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0001371		FMA:9721		PATO:0000574															
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0001511																			
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0001561																			
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0001961		FMA:7088		PATO:0000645															
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0001989																			
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0001999																			
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0002047																			
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0002089		FMA:68877		PATO:0000645															
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0002662		FMA:5018		PATO:0001444															
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0002772		FMA:7490		HP:0001373															
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0002948		FMA:9914		PATO:0000642		FMA:9914													
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0003634				PATO:0001483															
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0005630																			
MIM:253290					CHRNA1, CHRND, CHRNG	HP:0005905				PATO:0001591									PATO:0000460						
