Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:607932		MIM:112262			BMP4	HP:0000006																			
MIM:607932		MIM:112262			BMP4	HP:0000028																			
MIM:607932		MIM:112262			BMP4	HP:0000047		FMA:19650		PATO:0001920															
MIM:607932		MIM:112262			BMP4	HP:0000048		FMA:18252		PATO:0000403															
MIM:607932		MIM:112262			BMP4	HP:0000054		FMA:9707		PATO:0000587															
MIM:607932		MIM:112262			BMP4	HP:0000089		FMA:7203		PATO:0000645															
MIM:607932		MIM:112262			BMP4	HP:0000156																			
MIM:607932		MIM:112262			BMP4	HP:0000175		FMA:54549		PATO:0000403															
MIM:607932		MIM:112262			BMP4	HP:0000193		FMA:55022		PATO:0000403															
MIM:607932		MIM:112262			BMP4	HP:0000210		FMA:54396		PATO:0000587															
MIM:607932		MIM:112262			BMP4	HP:0000226		FMA:54640		PATO:0000587															
MIM:607932		MIM:112262			BMP4	HP:0000248																			
MIM:607932		MIM:112262			BMP4	HP:0000272		FMA:52747		PATO:0000645															
MIM:607932		MIM:112262			BMP4	HP:0000278																			
MIM:607932		MIM:112262			BMP4	HP:0000324		FMA:24728		PATO:0000616															
MIM:607932		MIM:112262			BMP4	HP:0000348																			
MIM:607932		MIM:112262			BMP4	HP:0000358		FMA:52780		PATO:0001922															
MIM:607932		MIM:112262			BMP4	HP:0000369		FMA:52780		PATO:0001476															
MIM:607932		MIM:112262			BMP4	HP:0000400		FMA:52781		PATO:0000586															
MIM:607932		MIM:112262			BMP4	HP:0000409		FMA:52781		PATO:0000587															
MIM:607932		MIM:112262			BMP4	HP:0000568																			
MIM:607932		MIM:112262			BMP4	HP:0000821																			
MIM:607932		MIM:112262			BMP4	HP:0000830		GO:0046903		PATO:0000911															
MIM:607932		MIM:112262			BMP4	HP:0000835																			
MIM:607932		MIM:112262			BMP4	HP:0000925				PATO:0000001									PATO:0000460						
MIM:607932		MIM:112262			BMP4	HP:0000954																			
MIM:607932		MIM:112262			BMP4	HP:0001157		FMA:9666		PATO:0000140									PATO:0000460						
MIM:607932		MIM:112262			BMP4	HP:0001177		FMA:24938		HP:0001161															
MIM:607932		MIM:112262			BMP4	HP:0001255																			
MIM:607932		MIM:112262			BMP4	HP:0001357																			
MIM:607932		MIM:112262			BMP4	HP:0001363																			
MIM:607932		MIM:112262			BMP4	HP:0001485																			
MIM:607932		MIM:112262			BMP4	HP:0001770		FMA:25046		HP:0001159															
MIM:607932		MIM:112262			BMP4	HP:0002120																			
MIM:607932		MIM:112262			BMP4	HP:0006829		FMA:5022		PATO:0001619									PATO:0000396						
MIM:607932		MIM:112262			BMP4	HP:0010240		FMA:35483		PATO:0000645															
