Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:235730		MIM:605802			ZEB2	HP:0000006																			
MIM:235730		MIM:605802			ZEB2	HP:0000028																			
MIM:235730		MIM:605802			ZEB2	HP:0000028																			
MIM:235730		MIM:605802			ZEB2	HP:0000047		FMA:19650		PATO:0001920															
MIM:235730		MIM:605802			ZEB2	HP:0000047		FMA:19650		PATO:0001920															
MIM:235730		MIM:605802			ZEB2	HP:0000048		FMA:18252		PATO:0000403															
MIM:235730		MIM:605802			ZEB2	HP:0000048		FMA:18252		PATO:0000403															
MIM:235730		MIM:605802			ZEB2	HP:0000176		FMA:54549		HP:0000208															
MIM:235730		MIM:605802			ZEB2	HP:0000176		FMA:54549		HP:0000208															
MIM:235730		MIM:605802			ZEB2	HP:0000252		FMA:46565		PATO:0000587															
MIM:235730		MIM:605802			ZEB2	HP:0000252		FMA:46565		PATO:0000587															
MIM:235730		MIM:605802			ZEB2	HP:0000307		FMA:46495		PATO:0000944															
MIM:235730		MIM:605802			ZEB2	HP:0000307		FMA:46495		PATO:0000944															
MIM:235730		MIM:605802			ZEB2	HP:0000316		FMA:54450		PATO:0000374		FMA:54449													
MIM:235730		MIM:605802			ZEB2	HP:0000316		FMA:54450		PATO:0000374		FMA:54449													
MIM:235730		MIM:605802			ZEB2	HP:0000378																			
MIM:235730		MIM:605802			ZEB2	HP:0000378																			
MIM:235730		MIM:605802			ZEB2	HP:0000431																			
MIM:235730		MIM:605802			ZEB2	HP:0000431																			
MIM:235730		MIM:605802			ZEB2	HP:0000490																			
MIM:235730		MIM:605802			ZEB2	HP:0000490																			
MIM:235730		MIM:605802			ZEB2	HP:0000494																			
MIM:235730		MIM:605802			ZEB2	HP:0000494																			
MIM:235730		MIM:605802			ZEB2	HP:0000508																			
MIM:235730		MIM:605802			ZEB2	HP:0000508																			
MIM:235730		MIM:605802			ZEB2	HP:0000565																			
MIM:235730		MIM:605802			ZEB2	HP:0000565																			
MIM:235730		MIM:605802			ZEB2	HP:0000612		FMA:58235		HP:0000589															
MIM:235730		MIM:605802			ZEB2	HP:0000612		FMA:58235		HP:0000589															
MIM:235730		MIM:605802			ZEB2	HP:0000684		FMA:75150		PATO:0000502															
MIM:235730		MIM:605802			ZEB2	HP:0000687																			
MIM:235730		MIM:605802			ZEB2	HP:0000767																			
MIM:235730		MIM:605802			ZEB2	HP:0000768																			
MIM:235730		MIM:605802			ZEB2	HP:0001250																			
MIM:235730		MIM:605802			ZEB2	HP:0001250																			
MIM:235730		MIM:605802			ZEB2	HP:0001252		FMA:30316		PATO:0001619									PATO:0001869						
MIM:235730		MIM:605802			ZEB2	HP:0001270																			
MIM:235730		MIM:605802			ZEB2	HP:0001274				PATO:0001557		FMA:86464													
MIM:235730		MIM:605802			ZEB2	HP:0001274				PATO:0001557		FMA:86464													
MIM:235730		MIM:605802			ZEB2	HP:0001462																			
MIM:235730		MIM:605802			ZEB2	HP:0001509		FMA:20394		PATO:0000569															
MIM:235730		MIM:605802			ZEB2	HP:0001509		FMA:20394		PATO:0000569															
MIM:235730		MIM:605802			ZEB2	HP:0001547		FMA:7480		PATO:0000051									PATO:0000460						
MIM:235730		MIM:605802			ZEB2	HP:0001569																			
MIM:235730		MIM:605802			ZEB2	HP:0001595		FMA:53667		PATO:0000001									PATO:0000460						
MIM:235730		MIM:605802			ZEB2	HP:0001629																			
MIM:235730		MIM:605802			ZEB2	HP:0001631																			
MIM:235730		MIM:605802			ZEB2	HP:0001642																			
MIM:235730		MIM:605802			ZEB2	HP:0001643																			
MIM:235730		MIM:605802			ZEB2	HP:0001939		GO:0008152		PATO:0000001									PATO:0000460						
MIM:235730		MIM:605802			ZEB2	HP:0002013																			
MIM:235730		MIM:605802			ZEB2	HP:0002019		GO:0030421		PATO:0000381															
MIM:235730		MIM:605802			ZEB2	HP:0002019		GO:0030421		PATO:0000381															
MIM:235730		MIM:605802			ZEB2	HP:0002079		FMA:86464		PATO:0000645															
MIM:235730		MIM:605802			ZEB2	HP:0002116																			
MIM:235730		MIM:605802			ZEB2	HP:0002251		FMA:14543		PATO:0000586		FMA:5884													
MIM:235730		MIM:605802			ZEB2	HP:0002251		FMA:14543		PATO:0000586		FMA:5884													
MIM:235730		MIM:605802			ZEB2	HP:0002307																			
MIM:235730		MIM:605802			ZEB2	HP:0002316																			
MIM:235730		MIM:605802			ZEB2	HP:0002316																			
MIM:235730		MIM:605802			ZEB2	HP:0002342																			
MIM:235730		MIM:605802			ZEB2	HP:0002558		FMA:67771		PATO:0000470															
MIM:235730		MIM:605802			ZEB2	HP:0002606																			
MIM:235730		MIM:605802			ZEB2	HP:0002606																			
MIM:235730		MIM:605802			ZEB2	HP:0003270		FMA:9577		PATO:0001602															
MIM:235730		MIM:605802			ZEB2	HP:0003720				PATO:0000584															
MIM:235730		MIM:605802			ZEB2	HP:0004415		FMA:66326		PATO:0001847															
MIM:235730		MIM:605802			ZEB2	HP:0004961																			
MIM:235730		MIM:605802			ZEB2	HP:0005274		FMA:59518		PATO:0001482															
MIM:235730		MIM:605802			ZEB2	HP:0005274		FMA:59518		PATO:0001482															
MIM:235730		MIM:605802			ZEB2	HP:0009764																			
MIM:235730		MIM:605802			ZEB2	HP:0009764																			
MIM:235730		MIM:605802			ZEB2	HP:0009766																			
MIM:235730		MIM:605802			ZEB2	HP:0009766																			
