Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:304110		MIM:300035			EFNB1	HP:0000047		FMA:19650		PATO:0001920															
MIM:304110		MIM:300035			EFNB1	HP:0000049																			
MIM:304110		MIM:300035			EFNB1	HP:0000175		FMA:54549		PATO:0000403															
MIM:304110		MIM:300035			EFNB1	HP:0000204		FMA:59816		PATO:0000403															
MIM:304110		MIM:300035			EFNB1	HP:0000248																			
MIM:304110		MIM:300035			EFNB1	HP:0000254		FMA:63864		PATO:0000001															
MIM:304110		MIM:300035			EFNB1	HP:0000316		FMA:54450		PATO:0000374		FMA:54449													
MIM:304110		MIM:300035			EFNB1	HP:0000324		FMA:24728		PATO:0000616															
MIM:304110		MIM:300035			EFNB1	HP:0000349																			
MIM:304110		MIM:300035			EFNB1	HP:0000424		FMA:59516		PATO:0000600															
MIM:304110		MIM:300035			EFNB1	HP:0000456		FMA:59518		PATO:0000403															
MIM:304110		MIM:300035			EFNB1	HP:0000470		FMA:7155		PATO:0000574															
MIM:304110		MIM:300035			EFNB1	HP:0000494																			
MIM:304110		MIM:300035			EFNB1	HP:0000506																			
MIM:304110		MIM:300035			EFNB1	HP:0000577																			
MIM:304110		MIM:300035			EFNB1	HP:0000639																			
MIM:304110		MIM:300035			EFNB1	HP:0000767																			
MIM:304110		MIM:300035			EFNB1	HP:0000769				PATO:0000001									PATO:0000460						
MIM:304110		MIM:300035			EFNB1	HP:0000912																			
MIM:304110		MIM:300035			EFNB1	HP:0001060																			
MIM:304110		MIM:300035			EFNB1	HP:0001156																			
MIM:304110		MIM:300035			EFNB1	HP:0001252		FMA:30316		PATO:0001619									PATO:0001869						
MIM:304110		MIM:300035			EFNB1	HP:0001263																			
MIM:304110		MIM:300035			EFNB1	HP:0001388																			
MIM:304110		MIM:300035			EFNB1	HP:0001423																			
MIM:304110		MIM:300035			EFNB1	HP:0001509		FMA:20394		PATO:0000569															
MIM:304110		MIM:300035			EFNB1	HP:0001537		FMA:61584		PATO:0000643															
MIM:304110		MIM:300035			EFNB1	HP:0001547		FMA:7480		PATO:0000051									PATO:0000460						
MIM:304110		MIM:300035			EFNB1	HP:0001770		FMA:25046		HP:0001159															
MIM:304110		MIM:300035			EFNB1	HP:0001808		FMA:54326		PATO:0001362															
MIM:304110		MIM:300035			EFNB1	HP:0001809																			
MIM:304110		MIM:300035			EFNB1	HP:0001811																			
MIM:304110		MIM:300035			EFNB1	HP:0002079		FMA:86464		PATO:0000645															
MIM:304110		MIM:300035			EFNB1	HP:0002162																			
MIM:304110		MIM:300035			EFNB1	HP:0004209		FMA:24949		HP:0001157															
MIM:304110		MIM:300035			EFNB1	HP:0004440		FMA:264717		HP:0001363															
MIM:304110		MIM:300035			EFNB1	HP:0005278		FMA:59518		PATO:0000645															
MIM:304110		MIM:300035			EFNB1	HP:0005618		FMA:7182		PATO:0000574									PATO:0000616						
MIM:304110		MIM:300035			EFNB1	HP:0006612		FMA:13321		HP:0005864															
MIM:304110		MIM:300035			EFNB1	HP:0010055		FMA:25047		PATO:0000600															
