Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0000007												IEA							17.02.2009	
MIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0001249												IEA							17.02.2009	
MIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0001252		FMA:30316		PATO:0001619								IEA		PATO:0001869					17.02.2009	
MIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0001254												IEA							17.02.2009	
MIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0001427		GO:0005739		HP:0000005								ITM							17.02.2009	
MIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0001873												IEA							17.02.2009	
MIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0001875												IEA							17.02.2009	
MIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0001946		GO:0046951		PATO:0000912								IEA							17.02.2009	
MIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0001984												IEA							17.02.2009	
MIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0001987												IEA							17.02.2009	
MIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0002013												IEA							17.02.2009	
MIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0002154												IEA							17.02.2009	
MIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0002262												IEA							17.02.2009	
MIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0002263												IEA							17.02.2009	
MIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0003108												IEA							17.02.2009	
MIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0003288												IEA							17.02.2009	
MIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0003571												IEA							17.02.2009	
MIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0004315		FMA:62872		PATO:0001997								IEA							17.02.2009	
