Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:194190	WOLF-HIRSCHHORN SYNDROME	MIM:602952			WHSC1	HP:0000028												IEA							17.02.2009	
MIM:194190	WOLF-HIRSCHHORN SYNDROME	MIM:602952			WHSC1	HP:0000047		FMA:19650		PATO:0001920								IEA							17.02.2009	
MIM:194190	WOLF-HIRSCHHORN SYNDROME	MIM:602952			WHSC1	HP:0000151				PATO:0001557		FMA:17558						IEA							17.02.2009	
MIM:194190	WOLF-HIRSCHHORN SYNDROME	MIM:602952			WHSC1	HP:0000175		FMA:54549		PATO:0000403								IEA							17.02.2009	
MIM:194190	WOLF-HIRSCHHORN SYNDROME	MIM:602952			WHSC1	HP:0000188		FMA:59817		PATO:0000574								IEA							17.02.2009	
MIM:194190	WOLF-HIRSCHHORN SYNDROME	MIM:602952			WHSC1	HP:0000204		FMA:59816		PATO:0000403								IEA							17.02.2009	
MIM:194190	WOLF-HIRSCHHORN SYNDROME	MIM:602952			WHSC1	HP:0000210		FMA:54396		PATO:0000587								IEA							17.02.2009	
MIM:194190	WOLF-HIRSCHHORN SYNDROME	MIM:602952			WHSC1	HP:0000238		FMA:50801		PATO:0001853		FMA:20935						IEA							17.02.2009	
MIM:194190	WOLF-HIRSCHHORN SYNDROME	MIM:602952			WHSC1	HP:0000252		FMA:46565		PATO:0000587								IEA							17.02.2009	
MIM:194190	WOLF-HIRSCHHORN SYNDROME	MIM:602952			WHSC1	HP:0000267				PATO:0000616								IEA							17.02.2009	
MIM:194190	WOLF-HIRSCHHORN SYNDROME	MIM:602952			WHSC1	HP:0000286												IEA							17.02.2009	
MIM:194190	WOLF-HIRSCHHORN SYNDROME	MIM:602952			WHSC1	HP:0000316		FMA:54450		PATO:0000374		FMA:54449						IEA							17.02.2009	
MIM:194190	WOLF-HIRSCHHORN SYNDROME	MIM:602952			WHSC1	HP:0000322		FMA:59819		PATO:0000574								IEA							17.02.2009	
MIM:194190	WOLF-HIRSCHHORN SYNDROME	MIM:602952			WHSC1	HP:0000348												IEA							17.02.2009	
MIM:194190	WOLF-HIRSCHHORN SYNDROME	MIM:602952			WHSC1	HP:0000365												IEA							17.02.2009	
MIM:194190	WOLF-HIRSCHHORN SYNDROME	MIM:602952			WHSC1	HP:0000384												IEA							17.02.2009	
MIM:194190	WOLF-HIRSCHHORN SYNDROME	MIM:602952			WHSC1	HP:0000402		FMA:61734		PATO:0000599								IEA							17.02.2009	
