Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:608027	CEREBELLAR ATROPHY WITH PROGRESSIVE MICROCEPHALY					HP:0000007												IEA							17.02.2009	
MIM:608027	CEREBELLAR ATROPHY WITH PROGRESSIVE MICROCEPHALY					HP:0000248												IEA							17.02.2009	
MIM:608027	CEREBELLAR ATROPHY WITH PROGRESSIVE MICROCEPHALY					HP:0000252		FMA:46565		PATO:0000587								IEA							17.02.2009	
MIM:608027	CEREBELLAR ATROPHY WITH PROGRESSIVE MICROCEPHALY					HP:0000369		FMA:52780		PATO:0001476								IEA							17.02.2009	
MIM:608027	CEREBELLAR ATROPHY WITH PROGRESSIVE MICROCEPHALY					HP:0000536		FMA:54448		PATO:0001482								IEA							17.02.2009	
MIM:608027	CEREBELLAR ATROPHY WITH PROGRESSIVE MICROCEPHALY					HP:0000648		FMA:50863		PATO:0001623								IEA							17.02.2009	
MIM:608027	CEREBELLAR ATROPHY WITH PROGRESSIVE MICROCEPHALY					HP:0001250												IEA							17.02.2009	
MIM:608027	CEREBELLAR ATROPHY WITH PROGRESSIVE MICROCEPHALY					HP:0001257												IEA							17.02.2009	
MIM:608027	CEREBELLAR ATROPHY WITH PROGRESSIVE MICROCEPHALY					HP:0001263												IEA							17.02.2009	
MIM:608027	CEREBELLAR ATROPHY WITH PROGRESSIVE MICROCEPHALY					HP:0001319												IEA							17.02.2009	
MIM:608027	CEREBELLAR ATROPHY WITH PROGRESSIVE MICROCEPHALY					HP:0001347												IEA							17.02.2009	
MIM:608027	CEREBELLAR ATROPHY WITH PROGRESSIVE MICROCEPHALY					HP:0001509		FMA:20394		PATO:0000569								IEA							17.02.2009	
MIM:608027	CEREBELLAR ATROPHY WITH PROGRESSIVE MICROCEPHALY					HP:0001823												IEA							17.02.2009	
MIM:608027	CEREBELLAR ATROPHY WITH PROGRESSIVE MICROCEPHALY					HP:0002059												IEA							17.02.2009	
MIM:608027	CEREBELLAR ATROPHY WITH PROGRESSIVE MICROCEPHALY					HP:0002421												IEA							17.02.2009	
MIM:608027	CEREBELLAR ATROPHY WITH PROGRESSIVE MICROCEPHALY					HP:0003577												IEA							17.02.2009	
MIM:608027	CEREBELLAR ATROPHY WITH PROGRESSIVE MICROCEPHALY					HP:0003676												IEA							17.02.2009	
MIM:608027	CEREBELLAR ATROPHY WITH PROGRESSIVE MICROCEPHALY					HP:0007053												ITM							17.02.2009	
MIM:608027	CEREBELLAR ATROPHY WITH PROGRESSIVE MICROCEPHALY					HP:0008936				PATO:0001619								IEA							17.02.2009	
