Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0000006												IEA							17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0000189		FMA:54549		PATO:0000599								IEA							17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0000215		FMA:59817		PATO:0001482								IEA							17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0000218		FMA:54549		PATO:0000570								IEA							17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0000254		FMA:63864		PATO:0000001								IEA							17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0000286												IEA							17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0000316		FMA:54450		PATO:0000374		FMA:54449						IEA							17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0000407												IEA							17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0000425		FMA:52745		PATO:0000407								IEA							17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0001500		FMA:9666		PATO:0000600								IEA							17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0001509		FMA:20394		PATO:0000569								IEA							17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0001597				PATO:0000001								IEA		PATO:0000460					17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0001609												IEA							17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0001642		FMA:8615		PATO:0000599								IEA							17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0001767		FMA:70664		PATO:0000574								IEA							17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0001837		FMA:70664		PATO:0000600								IEA							17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0002263												IEA							17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0003055		FMA:24012		PATO:0000586								IEA							17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0006026												IEA							17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0009651		FMA:24938		PATO:0000600								IEA							17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0009803		FMA:23914		PATO:0000645								IEA							17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0009836		FMA:75818		PATO:0000600								IEA							17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0010041												IEA							17.02.2009	
MIM:255980	NASODIGITOACOUSTIC SYNDROME					HP:0010055		FMA:25047		PATO:0000600								IEA							17.02.2009	
