Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add 'l Entity Name	Mode of inheritance ID	Mode of inheritance Name	Age of Onset ID	Age of Onset Name	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:241410		MIM:604934			TBCE	HP:0000007																			
MIM:241410		MIM:604934			TBCE	HP:0000028																			
MIM:241410		MIM:604934			TBCE	HP:0000054		FMA:9707		PATO:0000587															
MIM:241410		MIM:604934			TBCE	HP:0000193		FMA:55022		PATO:0000403															
MIM:241410		MIM:604934			TBCE	HP:0000210		FMA:54396		PATO:0000587															
MIM:241410		MIM:604934			TBCE	HP:0000213		FMA:59816		PATO:0000592															
MIM:241410		MIM:604934			TBCE	HP:0000252		FMA:46565		PATO:0000587															
MIM:241410		MIM:604934			TBCE	HP:0000254		FMA:63864		PATO:0000001															
MIM:241410		MIM:604934			TBCE	HP:0000343		FMA:59819		PATO:0000573															
MIM:241410		MIM:604934			TBCE	HP:0000358		FMA:52780		PATO:0001922															
MIM:241410		MIM:604934			TBCE	HP:0000369		FMA:52780		PATO:0001476															
MIM:241410		MIM:604934			TBCE	HP:0000425		FMA:52745		PATO:0000407															
MIM:241410		MIM:604934			TBCE	HP:0000444																			
MIM:241410		MIM:604934			TBCE	HP:0000490																			
MIM:241410		MIM:604934			TBCE	HP:0000856																			
MIM:241410		MIM:604934			TBCE	HP:0001165		FMA:9712		PATO:0000587															
MIM:241410		MIM:604934			TBCE	HP:0001249																			
MIM:241410		MIM:604934			TBCE	HP:0001281																			
MIM:241410		MIM:604934			TBCE	HP:0001514		GO:0040007		PATO:0000911															
MIM:241410		MIM:604934			TBCE	HP:0001764				PATO:0000587															
MIM:241410		MIM:604934			TBCE	HP:0002718																			
MIM:241410		MIM:604934			TBCE	HP:0002750		GO:0070977		PATO:0000911															
MIM:241410		MIM:604934			TBCE	HP:0002901		FMA:62970		PATO:0001163		CHEBI:22984													
MIM:241410		MIM:604934			TBCE	HP:0002905		FMA:62970		PATO:0001162		CHEBI:26020													
MIM:241410		MIM:604934			TBCE	HP:0005686				HP:0002796									PATO:0001608						
MIM:241410		MIM:604934			TBCE	HP:0007071																			
MIM:241410		MIM:604934			TBCE	HP:0008198																			
MIM:241410		MIM:604934			TBCE	HP:0008846																			
