Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:229250	FREESIA FLOWERS, INABILITY TO SMELL					HP:0000007	Autosomal recessive inheritance			TAS	TAS							OMIM:229250	HPO:probinson	Feb 17, 2009	
OMIM:229250	FREESIA FLOWERS, INABILITY TO SMELL					HP:0012247	Specific anosmia			TAS	TAS						Specific anosmia for fresia flowers	OMIM:229250	HPO:probinson	Apr 2, 2013	
