Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:604131	#604131 ALPHA-THALASSEMIA					HP:0004840	Hypochromic microcytic anemia			TAS	TAS							OMIM:604131	HPO:probinson	Jan 9, 2013	
OMIM:604131	#604131 ALPHA-THALASSEMIA					HP:0011907	Reduced alpha/beta synthesis ratio			TAS	TAS							OMIM:604131	HPO:probinson	Feb 17, 2013	
