Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created
OMIM:613958	#613958 SPERMATOGENIC FAILURE 9; SPGF9;;GLOBOZOOSPERMIA, COMPLETE;;GLOBOZOOSPERMIA, TOTAL					HP:0000007	Autosomal recessive inheritance			IEA	IEA						OMIM-CS:INHERITANCE > AUTOSOMAL RECESSIVE	OMIM:613958	HPO:skoehler	17.10.2012
OMIM:613958	#613958 SPERMATOGENIC FAILURE 9; SPGF9;;GLOBOZOOSPERMIA, COMPLETE;;GLOBOZOOSPERMIA, TOTAL					HP:0012205	Globozoospermia			IEA	IEA						OMIM-CS:GENITOURINARY_INTERNAL GENITALIA, MALE > GLOBOZOOSPERMIA	OMIM:613958	HPO:skoehler	15.03.2013
