Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created
OMIM:615503	#615503 SHORT RIB-POLYDACTYLY SYNDROME, TYPE VI; SRPS6					HP:0100732	Pancreatic fibrosis			IEA	IEA						OMIM-CS:ABDOMEN_PANCREAS > PANCREATIC FIBROSIS	OMIM:615503	HPO:skoehler	18.11.2013
OMIM:615503	#615503 SHORT RIB-POLYDACTYLY SYNDROME, TYPE VI; SRPS6					HP:0001629	Ventricular septal defect			IEA	IEA						OMIM-CS:CARDIOVASCULAR_HEART > VENTRICULAR SEPTAL DEFECT	OMIM:615503	HPO:skoehler	18.11.2013
OMIM:615503	#615503 SHORT RIB-POLYDACTYLY SYNDROME, TYPE VI; SRPS6					HP:0000774	Narrow chest			IEA	IEA						OMIM-CS:CHEST_EXTERNAL FEATURES > NARROW THORAX	OMIM:615503	HPO:skoehler	18.11.2013
OMIM:615503	#615503 SHORT RIB-POLYDACTYLY SYNDROME, TYPE VI; SRPS6					HP:0000773	Short ribs			IEA	IEA						OMIM-CS:CHEST_RIBS, STERNUM, CLAVICLES, AND SCAPULAE > SHORT RIBS	OMIM:615503	HPO:skoehler	18.11.2013
OMIM:615503	#615503 SHORT RIB-POLYDACTYLY SYNDROME, TYPE VI; SRPS6					HP:0000062	Ambiguous genitalia			IEA	IEA						OMIM-CS:GENITOURINARY_EXTERNAL GENITALIA, MALE > AMBIGUOUS GENITALIA	OMIM:615503	HPO:skoehler	18.11.2013
OMIM:615503	#615503 SHORT RIB-POLYDACTYLY SYNDROME, TYPE VI; SRPS6					HP:0004322	Short stature			IEA	IEA						OMIM-CS:GROWTH_HEIGHT > SHORT STATURE	OMIM:615503	HPO:skoehler	18.11.2013
OMIM:615503	#615503 SHORT RIB-POLYDACTYLY SYNDROME, TYPE VI; SRPS6					HP:0001508	Failure to thrive			IEA	IEA						OMIM-CS:GROWTH_OTHER > FAILURE TO THRIVE	OMIM:615503	HPO:skoehler	18.11.2013
OMIM:615503	#615503 SHORT RIB-POLYDACTYLY SYNDROME, TYPE VI; SRPS6					HP:0000256	Macrocephaly			IEA	IEA						OMIM-CS:HEAD AND NECK_HEAD > MACROCEPHALY	OMIM:615503	HPO:skoehler	18.11.2013
OMIM:615503	#615503 SHORT RIB-POLYDACTYLY SYNDROME, TYPE VI; SRPS6					HP:0005280	Depressed nasal bridge			IEA	IEA						OMIM-CS:HEAD AND NECK_NOSE > DEPRESSED NASAL BRIDGE	OMIM:615503	HPO:skoehler	18.11.2013
OMIM:615503	#615503 SHORT RIB-POLYDACTYLY SYNDROME, TYPE VI; SRPS6					HP:0000007	Autosomal recessive inheritance			IEA	IEA						OMIM-CS:INHERITANCE > AUTOSOMAL RECESSIVE	OMIM:615503	HPO:skoehler	18.11.2013
OMIM:615503	#615503 SHORT RIB-POLYDACTYLY SYNDROME, TYPE VI; SRPS6					HP:0001561	Polyhydramnios			IEA	IEA						OMIM-CS:PRENATAL MANIFESTATIONS_AMNIOTIC FLUID > POLYHYDRAMNIOS	OMIM:615503	HPO:skoehler	18.11.2013
OMIM:615503	#615503 SHORT RIB-POLYDACTYLY SYNDROME, TYPE VI; SRPS6					HP:0002089	Pulmonary hypoplasia			IEA	IEA						OMIM-CS:RESPIRATORY_LUNG > PULMONARY HYPOPLASIA	OMIM:615503	HPO:skoehler	18.11.2013
OMIM:615503	#615503 SHORT RIB-POLYDACTYLY SYNDROME, TYPE VI; SRPS6					HP:0001159	Syndactyly			IEA	IEA						OMIM-CS:SKELETAL_FEET > SYNDACTYLY	OMIM:615503	HPO:skoehler	18.11.2013
OMIM:615503	#615503 SHORT RIB-POLYDACTYLY SYNDROME, TYPE VI; SRPS6					HP:0100259	Postaxial polydactyly			IEA	IEA						OMIM-CS:SKELETAL_HANDS > POSTAXIAL POLYDACTYLY	OMIM:615503	HPO:skoehler	18.11.2013
OMIM:615503	#615503 SHORT RIB-POLYDACTYLY SYNDROME, TYPE VI; SRPS6					HP:0100258	Preaxial polydactyly			IEA	IEA						OMIM-CS:SKELETAL_HANDS > PREAXIAL POLYDACTYLY	OMIM:615503	HPO:skoehler	18.11.2013
OMIM:615503	#615503 SHORT RIB-POLYDACTYLY SYNDROME, TYPE VI; SRPS6					HP:0001159	Syndactyly			IEA	IEA						OMIM-CS:SKELETAL_HANDS > SYNDACTYLY	OMIM:615503	HPO:skoehler	18.11.2013
OMIM:615503	#615503 SHORT RIB-POLYDACTYLY SYNDROME, TYPE VI; SRPS6					HP:0002980	Femoral bowing			IEA	IEA						OMIM-CS:SKELETAL_LIMBS > BOWED FEMURS	OMIM:615503	HPO:skoehler	18.11.2013
OMIM:615503	#615503 SHORT RIB-POLYDACTYLY SYNDROME, TYPE VI; SRPS6					HP:0010454	Acetabular spurs			IEA	IEA						OMIM-CS:SKELETAL_PELVIS > ACETABULAR SPURS	OMIM:615503	HPO:skoehler	18.11.2013
OMIM:615503	#615503 SHORT RIB-POLYDACTYLY SYNDROME, TYPE VI; SRPS6					HP:0000256	Macrocephaly			IEA	IEA						OMIM-CS:SKELETAL_SKULL > MACROCEPHALY	OMIM:615503	HPO:skoehler	18.11.2013
OMIM:615503	#615503 SHORT-RIB THORACIC DYSPLASIA 8 WITH OR WITHOUT POLYDACTYLY; SRTD8;;SHORT RIB-POLYDACTYLY SYNDROME, TYPE VI; SRPS6					HP:0003026	Short long bones			IEA	IEA						OMIM-CS:SKELETAL_LIMBS > SHORT LONG BONES ON PRENATAL ULTRASOUND	OMIM:615503	HPO:skoehler	24.06.2014
OMIM:615503	#615503 SHORT-RIB THORACIC DYSPLASIA 8 WITH OR WITHOUT POLYDACTYLY; SRTD8;;SHORT RIB-POLYDACTYLY SYNDROME, TYPE VI; SRPS6					HP:0001156	Brachydactyly syndrome			IEA	IEA						OMIM-CS:SKELETAL_HANDS > BRACHYDACTYLY	OMIM:615503	HPO:skoehler	26.11.2014
