Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created
OMIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0000007	Autosomal recessive inheritance			IEA	IEA							OMIM:232050	HPO	2009.02.17
OMIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0001249	Intellectual disability			IEA	IEA							OMIM:232050	HPO	2009.02.17
OMIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0001252	Muscular hypotonia			IEA	IEA							OMIM:232050	HPO	2009.02.17
OMIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0001254	Lethargy			IEA	IEA							OMIM:232050	HPO	2009.02.17
OMIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0001873	Thrombocytopenia			IEA	IEA							OMIM:232050	HPO	2009.02.17
OMIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0001875	Neutropenia			IEA	IEA							OMIM:232050	HPO	2009.02.17
OMIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0001946	Ketosis			IEA	IEA							OMIM:232050	HPO	2009.02.17
OMIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0001984	Intolerance to protein			IEA	IEA							OMIM:232050	HPO	2009.02.17
OMIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0001987	Hyperammonemia			IEA	IEA							OMIM:232050	HPO	2009.02.17
OMIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0002013	Vomiting			IEA	IEA							OMIM:232050	HPO	2009.02.17
OMIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0002154	Hyperglycinemia			IEA	IEA							OMIM:232050	HPO	2009.02.17
OMIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0002262	Puffy cheeks			IEA	IEA							OMIM:232050	HPO	2009.02.17
OMIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0002263	Exaggerated cupid's bow			IEA	IEA							OMIM:232050	HPO	2009.02.17
OMIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0003108	Hyperglycinuria			IEA	IEA							OMIM:232050	HPO	2009.02.17
OMIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0003288	Mitochondrial propionyl-CoA carboxylase (PCC) defect			IEA	IEA							OMIM:232050	HPO	2009.02.17
OMIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0003571	Propionicacidemia			IEA	IEA							OMIM:232050	HPO	2009.02.17
OMIM:232050	PROPIONYL-COA CARBOXYLASE, BETA SUBUNIT					HP:0004315	Decreased IgG level			IEA	IEA							OMIM:232050	HPO	2009.02.17
